,tweet,calculated_sentiment
730,great buy aapl stop loss,3
731,aapl live midday update levels break aapl chart,3
732,aapl supported found resistance area wait current hourly bar complete,1
733,gbpaud pips profit check bio get telegram link free forex crypto channel cheers,3
734,entered swing trade keep yall posted stock market dow aapl tsla,3
735,baby aapl getting ready long bull run cant wait see leaps print,1
736,sne markets hold dont see big pull back confident play expecting least,1
737,aapl dragging big tech,3
738,green green like said baba aapl nflx msft bynd roku,5
739,apple fans smart speaker nobrainer great music apple audio makes siri much,5
740,aapl options positions mentioned rwallstreetbets last days via aapl wallstreetbets,3
741,aapl killer trade coming level locked inlevel level stockmarket investing aapl,3
742,gets going market tough stop aapl chart,1
743,aapl one mentioned rwallstreetbets last hours via aapl wallstreetbets,5
744,eurcad pips profit join free signals forexmarket amzn forextrading,3
745,faanmg splits acciones facebook splits aapl aapl splits amzn amazon splits nflx netflix spl,3
746,eurcad pips profit free signals join dax audjpy stocks xauusd chfjpy,3
747,aapl adtracking apple tracks without user consent digital rights activist group noyb claims,3
748,eurcad pips profit forex signals join djia forex ftse usdtry pips,3
749,gbpaud pips profit free signals join forexsignals gbpaud forexlifestyle,3
750,gbpaud pips profit forex signals join forex dow stocks usdjpy crudeoil,3
751,aapl applemacs apple responds controversy surrounding macos big sur launch,3
752,usdjpy hit pips profit join free signals eurjpy gbpjpy btc,5
753,amaine original gold love songz order nasdaqjdxgd aapl dji bsp blacklord gtx,5
754,analyzing aapl calls puts stocks want see worth sticking around,3
755,eurnzd hit pips profit join free signals audjpy euraud xagusd,5
756,aapl watch aapl chart,3
757,nzdcad target hit pips profit forex signals join euraud forex gold audjpy,3
758,aapl analystcolor playstation might outsell new xbox series gaming subscription service gives microsoft,1
759,defi aapl wish great grand success awesome aapl blockchain project,5
760,audjpy targets hit pips profit free call free signals join,3
761,audjpy targets hit pips profit free call forex signals join,3
762,free trial available spy gdx xme xle iyr aapl amzn nflx googl msft nvda,3
763,usdcad target hit pips profit join free signals euraud usdjpy,3
764,need tsla aapl get ish together,1
765,usdjpy hit pips profit free signals join eurjpy usdjpy audcad,5
766,usdjpy hit pips profit forex signals join crudeoil eurusd gbpjpy,5
767,great chart calls puts aapl chart,3
768,gbpaud pips profit free signals join bitcoin crudeoil stocks xagusd aapl,5
769,eurcad pips profit check bio get telegram link free forex crypto channel cheers,3
770,talking yesterday next top well versed bitcoin long,1
771,eurcad pips profit free signals join btc stocks xauusd forexsignals,3
772,eurcad pips profit free signals join btc gbpjpy stocks aapl forex,3
773,aapl apple benzingas bulls bears week apple disney tesla,3
774,aapl briankelly fast money picks november,3
775,tef ibex ibex spx san neowave elliottwave xetra dax eurostoxx eurex forex coronavirus,3
776,gbpaud pips profit free signals join gbpjpy eurjpy audcad dow audusd,5
777,gbpaud pips profit join free signals gbpaud spy forexlifestyle euraud,3
778,dont need lot money make money stockmarket need education emotional stability tradition aapl,3
779,,3
780,usdjpy hit pips profit free signals join spx btc xauusd djia,5
781,eurnzd hit pips profit forex signals join xauusd amzn btc audjpy,3
782,eurnzd hit pips profit free signals join forexmarket forex gold,5
783,nzdcad target hit pips profit join free signals eurgbp forextrading,3
784,audjpy targets hit pips profit free call free signals join,3
785,apple path direction aapl chart,3
786,audjpy targets hit pips profit free call check bio get telegram link free fore,3
787,usdcad target hit pips profit free signals join spx dow aapl gbpjpy,3
788,eurusd target hit pips profit free signals join btc ger xagusd,3
789,left sold rest buy back baba aapl nflx msft bynd roku,3
790,spx spy nasdaq qqq indices year trendline resistance indices put wee,3
791,difficult move many shares aapl split,1
792,pips entry free signals join forexlifestyle forex,3
793,free trial available spy gdx xme xle iyr aapl amzn nflx googl msft nvda,3
794,trade stocks like aapl amzn amd googl msft tsla amp etfs like spy gdx indices like,3
795,pips entry forex signals join eurjpy xauusd usdchf,3
796,apple inc price close apple aapl,3
797,group amp daily live trading rooms elliottwave analysis session video recordings available membe,3
798,eurgbp done pips secured forex signals join forexmarket xagusd forex,3
799,stockmarket aapl appears froth removed amp floor support entered expec,3
800,eurgbp done pips secured check bio get telegram link free forex crypto channel cheer,3
801,weeks price action aapl nutshell aapl chart,3
802,pips profit days free signals join forex aapl pips spy wti,3
803,aapl closes within prior days range lackluster session sentiment neutral aapl apple,3
804,wouldve loss didnt sell morning glad wasnt greedy baba aapl nflx msft bynd roku,1
805,aapl buy signal appl tradingview,3
806,audcad tps hit pips profit forex signals join stocks xauusd spx pips,3
807,took opposite side levels seemed work saw bull flag print hammer candle around,3
808,audcad tps hit pips profit join free signals nasdaq eurgbp nzdusd,3
809,top needs move range aapl chart,3
810,missed opening trade tickers solo fprx ulta aapl,1
811,amzn near crucial support check automated software analysis spx spy,1
812,aapl amzn dia invesco qqq etf keep growing,3
813,audcad tps hit pips profit free signals join aapl gbpusd eurgbp,5
814,baba aapl nflx msft bynd roku trade,3
815,pips profit days check bio get telegram link free forex crypto channel cheers,3
816,may seem like lot thats aapl giving like per share,1
817,made dividends aapl yesterday,1
818,expect good news next week personal opinion definitely investment advice klnma klnma,5
819,forgot aapl amp got hit dividends last night use money send distributor could,1
820,arm short thread chip design evolution years arm aapl,3
821,ethe ethe ticker ethereum break resistance tick tock accumulation phase next big run ether,5
822,aapl aapl video yesterday showing bearish setup today using seasonality together technical,3
823,wake thats like see let aapl dividends drip,5
824,another day another tech sell goog amzn aapl,3
825,woke aapl dividend reinvested going keep buying shares getting dividend payout,3
826,okay guys sold everything seating hands rest day thanks help brother baba,1
827,eurgbp done pips secured forex signals join spy stocks gbpjpy btc,3
828,waking dividends aapl boss,3
829,eurgbp done pips secured free signals join forex forexsignals usdchf,3
830,learn game play grwg nio plug aapl sony fridaytheth,3
831,learn game play grwg nio plug aapl sony fridaytheth,3
832,learn game play grwg nio plug aapl sony fridaytheth,3
833,learn game play grwg nio plug aapl sony fridaytheth,3
834,learn game play grwg nio plug aapl sony fridaytheth,3
835,learn game play grwg nio plug aapl sony fridaytheth,3
836,aapl aaple sell tradingview,3
837,eurusd target hit pips profit join free signals aapl gbpaud,3
838,eurusd target hit pips profit free signals join usoil crudeoil,5
839,apple stock ytd despite warren buffett selling shares apple aapl,3
840,usdcad target hit pips profit join free signals aapl eurgbp,3
841,aapl apple protocol airdrop,3
842,aapl linkedin glitch led inflated video metrics two years,1
