,tweet,calculated_sentiment,index,date,userID,airline,text,sentiment
149,need evidence harassment islamophobia taking place,-1,384,11/14/2020 19:24,1.33e+18,American,"@Tazmarac @JoJo_Quinoa @_SJPeace_ @AmericanAir You need evidence of the Harassment and Islamophobia taking place, o… https://t.co/QwmKR3fFaM",0
150,never fly obviously cater racist clientele lets get massive boycott goin,-1,388,11/14/2020 19:23,1.33e+18,American,I will never again fly @AmericanAir as they obviously cater to a racist clientele. Let's get a massive boycott goin… https://t.co/sRUHNZlafr,0
151,fuck,-1,392,11/14/2020 19:20,1.33e+18,American,Fuck You @AmericanAir https://t.co/HRFB1dxEKC,0
152,times covid would think people would exceptional customer service thanks never,-1,393,11/14/2020 19:20,1.33e+18,American,"In times of covid you would think people would have exceptional customer service. Thanks @AmericanAir, I will never… https://t.co/42oXWNQkT6",0
153,kicked racist refunded woman victim,-1,394,11/14/2020 19:20,1.33e+18,American,"@hamdia_ahmed @AmericanAir They should have kicked off the racist, and refunded the woman who was a victim of this :/",0
154,,-1,395,11/14/2020 19:19,1.33e+18,American,@Press_Comm @CAIRNational @lsarsour @CAIRNJ @AmericanAir @Rowaida_Abdel @AdelyReporter @northjersey @CAIRNewYork… https://t.co/3E0kWF2PbO,0
155,always pain,1,396,11/14/2020 19:19,1.33e+18,American,@AmericanAir AA always a pain,0
156,live stream illuminated disturbingly employees handled situation huge cause concern,-1,397,11/14/2020 19:19,1.33e+18,American,@AmericanAir @AMANI2020 The live stream illuminated how disturbingly your employees handled the situation! Huge cause for concern!,0
157,dont give videothey spin story,-1,400,11/14/2020 19:18,1.33e+18,American,@foxnewsdesk @yesjaketapia @AmericanAir Don't give @FoxNews your video.They will spin the story!,0
158,automated system doesnt understand moved connecting flight allowed,-1,403,11/14/2020 19:18,1.33e+18,American,@AmericanAir Your automated system doesn’t understand; had you not moved my connecting flight I’d had been allowed… https://t.co/1cOHBcENkg,0
159,first class,-1,405,11/14/2020 19:18,1.33e+18,American,@NetBoyRick @hamdia_ahmed @_SemaHernandez_ @AmericanAir in first class,0
160,share boycott,0,406,11/14/2020 19:18,1.33e+18,American,SHARE! And boycott @AmericanAir! https://t.co/8c2W0LUpz4,0
161,traveling caribbean soon american airlines offering home covid test options conven,-1,408,11/14/2020 19:18,1.33e+18,American,"If traveling to the Caribbean soon, American Airlines is now offering at home #COVID19 test options for your conven… https://t.co/i4YxOfdsV5",0
162,never fly american airlines ever woman covers,-1,410,11/14/2020 19:17,1.33e+18,American,@AmericanAir never will I fly American Airlines again ever after what you did to that woman because she covers her… https://t.co/FmgqzM7OXM,0
163,told one airport abs charged per bag another customer service land phone,-1,413,11/14/2020 19:16,1.33e+18,American,@AmericanAir Told us $30 in one airport abs charged $100 per bag in another. And customer service on land and phone… https://t.co/tdejwBeiu8,0
164,unbelievably inefficient customer service denied access flight due late though wou,-1,415,11/14/2020 19:15,1.33e+18,American,Unbelievably inefficient customer service @AmericanAir   Was denied access to flight due to being “late” though wou… https://t.co/f4NqUBJ28F,0
165,newark huge small,1,418,11/14/2020 19:15,1.33e+18,American,"@soonermedic72 @alyknits @AMANI2020 @AmericanAir This was at Newark. So huge, not small.",0
166,misspelled covid back school,0,423,11/14/2020 19:13,1.33e+18,American,@beckyblanton @AmericanAir You misspelled #Covid19. Go back to school.,0
167,treat people harassed based religious beliefs,-1,429,11/14/2020 19:11,1.33e+18,American,@AmericanAir is this how treat people who are harassed based on their religious beliefs https://t.co/AJkZXxeWEV,0
168,doesnt change fact sit blood flight offered return,-1,430,11/14/2020 19:11,1.33e+18,American,@AmericanAir That doesn’t change the fact that I had to sit in blood for my flight and all I was offered in return… https://t.co/IO0J1DQUNB,0
169,clearly cant doesnt someone account try release,-1,431,11/14/2020 19:10,1.33e+18,American,@AmericanAir @AMANI2020 so clearly she can’t DM you so why doesn’t someone from this account try to RELEASE her.,0
170,youre tweeting yet shes detained,-1,433,11/14/2020 19:10,1.33e+18,American,@AmericanAir @AMANI2020 you’re tweeting here yet she’s being detained!!!!,0
171,china wont let american covid plagueridden bodies country,-1,435,11/14/2020 19:09,1.33e+18,American,"@LydiaHo22616452 @AmericanAir China won’t let our American #COVID19 , plague-ridden bodies into their country. Most… https://t.co/aLuNBj8WTs",0
172,,-1,440,11/14/2020 19:07,1.33e+18,American,@_RainEdition_ @AureliaOT7 @AmericanAir Same.,0
173,wow disgusting,-1,441,11/14/2020 19:07,1.33e+18,American,@yesjaketapia @AmericanAir wow disgusting,0
174,florida pretty sure boarders closed anyone coming still,-1,443,11/14/2020 19:07,1.33e+18,American,@AmericanAir Florida. But I’m pretty sure the boarders are closed to anyone coming from the US. How do you still ha… https://t.co/9DcaIMIZ9z,0
175,try drag muslim woman flight deboard entire plane bec,-1,446,11/14/2020 19:06,1.33e+18,American,@bigH_88 @AmericanAir why did you try to drag this Muslim woman off her flight and the deboard the entire plane bec… https://t.co/eBqgwZGiIy,0
176,race united bottom,-1,453,11/14/2020 19:05,1.33e+18,American,@americanair in a race with United to the bottom https://t.co/2benPoqhgm,0
177,hope puts onto another flight first class,-1,457,11/14/2020 19:04,1.33e+18,American,@hamdia_ahmed @AmericanAir Hope @AmericanAir puts you onto another flight first class.,0
178,unbelievable,-1,458,11/14/2020 19:03,1.33e+18,American,@hamdia_ahmed @AmericanAir Unbelievable,0
179,planes superspreaders people jammed close together allow paying customers,-1,462,11/14/2020 19:01,1.33e+18,American,"@AmericanAir Your planes are #superspreaders , people are jammed close together, and you allow paying customers to… https://t.co/ICPYjyZ99W",0
180,dont travel wit prefer airlines racist,-1,469,11/14/2020 19:00,1.33e+18,American,@JoJo_Quinoa @_SJPeace_ @AmericanAir I don't travel wit @AmericanAir . I prefer airlines who are not racist.,0
181,release,-1,473,11/14/2020 18:59,1.33e+18,American,release her @AmericanAir https://t.co/EiNbjwlg4z,0
182,follow bro,0,482,11/14/2020 18:57,1.33e+18,American,@AmericanAir follow me bro,0
183,bro follow,0,483,11/14/2020 18:57,1.33e+18,American,@AmericanAir ok bro but follow me,0
184,follow bro,0,484,11/14/2020 18:57,1.33e+18,American,@AmericanAir follow me bro,0
185,say friends miss,-1,485,11/14/2020 18:57,1.33e+18,American,@TimNBCBoston Say hi to my friends @AmericanAir! I miss them,0
186,empire state building péter tah ben laden empire state building,0,489,11/14/2020 18:56,1.33e+18,American,@AmericanAir i go to the empire state building for péter tah Ben Laden the empire state building,0
187,canceled credit card person cant handle terribleness values,-1,491,11/14/2020 18:56,1.33e+18,American,"I canceled my @AmericanAir credit card and am a @Delta person now. I can't handle the terribleness of their values,… https://t.co/WYnAtQWayT",0
188,check hadija abdis video tiktok veiled muslimwoman escorted flight rst,-1,492,11/14/2020 18:56,1.33e+18,American,Check out Hadija Abdi's video! #TikTok.  Veiled #MuslimWoman being escorted off ⁦@AmericanAir⁩ flight because 1rst… https://t.co/xqKHJoGgjx,0
189,please follow brother good twittos,0,496,11/14/2020 18:55,1.33e+18,American,@RoronoaAzura_ @AmericanAir Please follow my brother this is a  good twittos,0
190,shut,-1,502,11/14/2020 18:54,1.33e+18,American,@edubs37 @AMANI2020 @AmericanAir Shut up,0
191,question policy staff deboard whole flight one valued,-1,504,11/14/2020 18:53,1.33e+18,American,"@AmericanAir question.. Is it your policy to have your staff deboard a whole flight because one of your ""valued "" 1… https://t.co/4wRq8uPX8q",0
192,never flying future,-1,510,11/14/2020 18:52,1.33e+18,American,i will never be flying with @AmericanAir in the future https://t.co/FeicgVGKvc,0
193,nonstop dallas texas virgin islands roundtrip travel janmar,0,512,11/14/2020 18:52,1.33e+18,American,"Non-stop from #Dallas, Texas to the US Virgin Islands for only $274 roundtrip with @AmericanAir #Travel (Jan-Mar da… https://t.co/UIbhlhXZpR",0
194,wps boston breakers loaded opp,-1,513,11/14/2020 18:51,1.33e+18,American,@thegoalkeeper @jordangeli @Yael_Averbuch @gll088 @itsmeglinehan @thrace WPS Boston Breakers were LOADED. I had opp… https://t.co/15KGxfowjy,0
195,covid reverse lockout,0,519,11/14/2020 18:50,1.33e+18,American,"@FlyingWithSara 
Covid 19-
A reverse Lockout!

@Delta 

@goodamerican 
@AmericanAir 

@kanyewest https://t.co/n8VxGIuwe4",0
196,dont hire tsa workers going rude discriminatory towards people races,-1,523,11/14/2020 18:50,1.33e+18,American,@AmericanAir don't hire TSA workers who are going to be rude and discriminatory towards people of other races and r… https://t.co/lSysT3FK4Z,0
197,situation started,-1,528,11/14/2020 18:49,1.33e+18,American,@KahlenBarry @AmericanAir @IlhanMN This is how the situation started.,0
198,make statement bitch fuck arresting ppl,-1,533,11/14/2020 18:48,1.33e+18,American,@AmericanAir  MAKE A MF STATEMENT BITCH. FUCK YOU ARRESTING PPL FA,0
199,exactly want guarantee sitting family pay youd rather make extra,-1,540,11/14/2020 18:47,1.33e+18,American,@AmericanAir Exactly.  If I want to guarantee sitting with my family I have to pay.  You'd rather make $15 extra a… https://t.co/wxz1NOF1Ic,0
200,recorded beginning security screen,-1,550,11/14/2020 18:46,1.33e+18,American,@Tazmarac @JoJo_Quinoa @_SJPeace_ @AmericanAir She should have recorded the beginning at the security screen where… https://t.co/T7Q8YtAaMz,0
201,believe got worst service first trip get screw,-1,559,11/14/2020 18:45,1.33e+18,American,I do believe that @AmericanAir has got to have the worst service. Not my first trip w/ them that you just get screw… https://t.co/FGSLQF8nyc,0
202,aye heard yall racist,1,565,11/14/2020 18:45,1.33e+18,American,"@AmericanAir aye, i heard y’all were racist.",0
203,stop operate country failed place protections citizens,-1,567,11/14/2020 18:44,1.33e+18,American,@AmericanAir @m__oatmeal Stop. You operate in a country that failed to place protections of it’s citizens in the fa… https://t.co/HlkzwAFl2l,0
204,agreed,0,570,11/14/2020 18:44,1.33e+18,American,@HelenPoznanski @MarcusTriton @kupplove @AmericanAir Agreed,0
205,guy probably money employee,-1,573,11/14/2020 18:44,1.33e+18,American,@ViscountLe8ton @AmericanAir The guy probably has money or is an employee,0
206,maybe didnt need record purpose antagonize,-1,574,11/14/2020 18:43,1.33e+18,American,@JoJo_Quinoa @_SJPeace_ @AmericanAir Or maybe she didn't NEED to record him. There was no purpose but to antagonize.,0
207,hello ameer reporter new york times sent,-1,576,11/14/2020 18:43,1.33e+18,American,@boysaint @AMANI2020 @AmericanAir Hello Ameer. I'm a reporter at The New York Times. I just sent you a DM and an em… https://t.co/mGii2usz56,0
208,quick glance shows putting fire fire replying,1,579,11/14/2020 18:43,1.33e+18,American,@AureliaOT7 @AmericanAir A quick glance through their tl shows them just putting out fire after fire; replying with… https://t.co/CQ7IaV9RRF,0
209,okay,-1,582,11/14/2020 18:42,1.33e+18,American,@JoJo_Quinoa @_SJPeace_ @AmericanAir Not okay!,0
210,unjustifiably removed flight white man uncomfortable asked,-1,583,11/14/2020 18:42,1.33e+18,American,@AMANI2020 was unjustifiably removed from her flight just because a white man was uncomfortable and asked… https://t.co/MIqxMk8HTJ,0
211,seems every time fly reliable unreliable flights departure change,-1,584,11/14/2020 18:42,1.33e+18,American,"@AmericanAir It seems every time I fly with you, you are reliable at being unreliable. My flight’s departure change… https://t.co/M9EaavtEsB",0
212,boycott,-1,594,11/14/2020 18:41,1.33e+18,American,Boycott @AmericanAir 👇👇 https://t.co/dP2SVs2tI3,0
213,guys awesome flight attendant miss gretchen joy,1,598,11/14/2020 18:40,1.33e+18,American,@AmericanAir you guys have an awesome flight attendant with Miss Gretchen.  She was a joy!!!!! https://t.co/6RbRJGuOUT,0
214,hes joke alright bad funny,1,601,11/14/2020 18:40,1.33e+18,American,"@Unrealiztick @MarcusTriton @kupplove @AmericanAir He's a joke alright, to bad it's not funny.",0
215,yeaa racism feeder use travel last years today,0,612,11/14/2020 18:39,1.33e+18,American,@DJTwypgn45 @AmericanAir Yeaa.. Racism feeder ! i use to travel with them for the last 30 years up to today .. no more !!,0
216,wheels onboard excellent flight later wing wingsaturday travel,1,614,11/14/2020 18:38,1.33e+18,American,Wheels down @flyLAXairport onboard @AmericanAir #B777 Excellent flight. More later. #wing #wingsaturday #travel… https://t.co/XYZcpXIvl7,0
217,threw muslim passenger flight made first class passeng,-1,616,11/14/2020 18:38,1.33e+18,American,@AmericanAir So you just threw a Muslim passenger (@Amani2020) off of flight because she made a first class passeng… https://t.co/krbYWLkIg7,0
218,became reign manifest destiny fightracism,0,623,11/14/2020 18:37,1.33e+18,American,@Abdnys @AmericanAir This is @AmericanAir This is what we became under their reign. Manifest destiny. #FightRacism,0
219,guy joke lmfao people like ones walkin,-1,625,11/14/2020 18:37,1.33e+18,American,@MarcusTriton @kupplove @HelenPoznanski @AmericanAir This guy is a joke. Lmfao. People like him are the ones walkin… https://t.co/Po6STVC6uw,0
220,wont book flights period,-1,630,11/14/2020 18:34,1.33e+18,American,@AmericanAir won’t book my flights with you period https://t.co/P3qGvbAfm9,0
221,yesterday blood seat thought deep cleaning planes betw,-1,631,11/14/2020 18:34,1.33e+18,American,@AmericanAir I was on AA1845 yesterday and there was blood on my seat. I thought you were deep cleaning planes betw… https://t.co/k1jYK0Nqrp,0
222,flight yesterday blood seat thought deep cleaning planes,-1,632,11/14/2020 18:34,1.33e+18,American,@AmericanAir I was on Flight 1845 yesterday and there was blood on my seat. I thought you were deep cleaning planes… https://t.co/edzaXWs8ds,0
223,profit people priority care got ta please investors,-1,633,11/14/2020 18:33,1.33e+18,American,@Pr1nceLewd @AmericanAir Profit over people is their priority. They care not. Gotta please investors.,0
224,information sent please give pilot familys regards kindness extended,-1,640,11/14/2020 18:32,1.33e+18,American,@AmericanAir The information has been sent. Please give the pilot my family’s regards for the kindness he extended… https://t.co/xn1GRXbNU8,0
225,hey flight yesterday blood seat thought,-1,642,11/14/2020 18:32,1.33e+18,American,@AmericanAir Hey @AmericanAir  I was on Flight 1845 yesterday and there was blood on my seat. I thought you were de… https://t.co/iErUbg262w,0
226,hope sues living shit airline,-1,650,11/14/2020 18:31,1.33e+18,American,@yesjaketapia @AmericanAir i hope she sues the living shit out of this airline,0
227,texass one top covid positive cases recovered covid made uneasy look bullshi,1,652,11/14/2020 18:30,1.33e+18,American,Texass is one of the top covid positive cases. I recovered from covid and this made me uneasy. Look at this bullshi… https://t.co/2Uf1Hlpy0t,0
